,availableBikes,departs,id,lat,lng,stAddress,totalDocks
1039,0,39,485,40.75038009,-73.98338988,W 37 St & 5 Ave,39
1040,3,32,486,40.7462009,-73.98855723,Broadway & W 29 St,39
1041,0,32,487,40.73314259,-73.97573881,E 20 St & FDR Drive,34
1042,3,55,490,40.751551,-73.993934,8 Ave & W 33 St,59
1043,1,50,491,40.74096374,-73.98602213,E 24 St & Park Ave S,51
1044,10,45,492,40.75019995,-73.99093085,W 33 St & 7 Ave,61
1045,1,31,493,40.7568001,-73.98291153,W 45 St & 6 Ave,34
1046,3,32,494,40.74734825,-73.99723551,W 26 St & 8 Ave,35
1047,1,24,495,40.76269882,-73.99301222,W 47 St & 10 Ave,25
1048,6,41,496,40.73726186,-73.99238967,E 16 St & 5 Ave,47
1049,14,43,497,40.73704984,-73.99009296,E 17 St & Broadway,59
1050,0,29,498,40.74854862,-73.98808416,Broadway & W 32 St,30
1051,3,30,499,40.76915505,-73.98191841,Broadway & W 60 St,36
1052,0,51,500,40.76228826,-73.98336183,Broadway & W 51 St,52
1053,2,39,501,40.744219,-73.97121214,FDR Drive & E 35 St,43
1054,4,24,502,40.714215,-73.981346,Henry St & Grand St,30
1055,0,29,503,40.73827428,-73.98751968,E 20 St & Park Ave,29
1056,3,40,504,40.73221853,-73.98165557,1 Ave & E 16 St,44
1057,10,26,505,40.74901271,-73.98848395,6 Ave & W 33 St,36
1058,1,42,507,40.73912601,-73.97973776,E 25 St & 2 Ave,45
1059,0,23,508,40.76341379,-73.99667444,W 46 St & 11 Ave,24
1060,12,22,509,40.7454973,-74.00197139,9 Ave & W 22 St,36
1061,3,23,513,40.768254,-73.988639,W 56 St & 10 Ave,27
1062,48,3,514,40.76087502,-74.00277668,12 Ave & W 40 St,52
1063,1,31,515,40.76009437,-73.99461843,W 43 St & 10 Ave,35
1064,2,28,516,40.75206862,-73.96784384,E 47 St & 1 Ave,31
1065,1,56,517,40.751581,-73.97791,Pershing Square South,59
1066,0,38,518,40.74780373,-73.9734419,E 39 St & 2 Ave,39
1067,1,59,519,40.751873,-73.977706,Pershing Square North,61
1068,11,27,520,40.75992262,-73.97648516,W 52 St & 5 Ave,39
1069,4,46,522,40.75714758,-73.97207836,E 51 St & Lexington Ave,51
1070,4,46,523,40.75466591,-73.99138152,W 38 St & 8 Ave,51
1071,6,48,524,40.75527307,-73.98316936,W 43 St & 6 Ave,57
1072,1,36,525,40.75594159,-74.0021163,W 34 St & 11 Ave,39
1073,0,37,526,40.74765947,-73.98490707,E 33 St & 5 Ave,39
1074,4,34,528,40.74290902,-73.97706058,2 Ave & E 31 St,39
1075,1,37,529,40.7575699,-73.99098507,W 42 St & 8 Ave,41
1076,16,6,530,40.771522,-73.990541,11 Ave & W 59 St,24
1077,11,27,531,40.71893904,-73.99266288,Forsyth St & Broome St,39
1078,2,39,532,40.710451,-73.960876,S 5 Pl & S 5 St,43
1079,5,39,533,40.75299641,-73.98721619,Broadway & W 38 St,46
1080,2,27,534,40.70255065,-74.0127234,Water - Whitehall Plaza,31
1081,4,24,536,40.74144387,-73.97536082,1 Ave & E 30 St,29
1082,0,21,537,40.74025878,-73.98409214,Lexington Ave & E 24 St,21
1083,8,17,539,40.71534825,-73.96024116,Metropolitan Ave & Bedford Ave,31
1084,3,26,540,40.74311555376486,-73.98215353488922,Lexington Ave & E 29 St,30
1085,1,25,545,40.736502,-73.97809472,E 23 St & 1 Ave,27
1086,0,34,546,40.74444921,-73.98303529,E 30 St & Park Ave S,38
1087,18,12,2000,40.70255088,-73.98940236,Front St & Washington St,30
1088,0,0,2001,40.699773,-73.979927,Sands St & Navy St,0
1089,12,14,2002,40.716887,-73.963198,Wythe Ave & Metropolitan Ave,27
1090,3,31,2003,40.733812191966315,-73.98054420948029,1 Ave & E 18 St,39
1091,5,7,2005,40.70531194,-73.97100056,Railroad Ave & Kay Ave,12
1092,15,31,2006,40.76590936,-73.97634151,Central Park S & 6 Ave,49
1093,1,21,2008,40.70569254,-74.01677685,Little West St & 1 Pl,24
1094,17,16,2009,40.71117444,-73.99682619,Catherine St & Monroe St,35
1095,6,32,2010,40.72165481,-74.00234737,Grand St & Greene St,39
1096,0,36,2012,40.739445,-73.976806,E 27 St & 1 Ave,36
1097,0,43,2021,40.75929124,-73.98859651,W 45 St & 8 Ave,43
1098,4,29,2022,40.759107,-73.959223,E 60 St & York Ave,33
1099,4,32,2023,40.75968085,-73.97031366,E 55 St & Lexington Ave,36
1100,22,0,3002,40.711512,-74.015756,South End Ave & Liberty St,25
1101,18,26,3016,40.72036775298455,-73.96165072917938,Kent Ave & N 7 St,47
1102,1,21,3041,40.67890679,-73.94142771,Kingston Ave & Herkimer St,24
1103,1,17,3042,40.6794268,-73.9298911,Fulton St & Utica Ave,19
1104,2,16,3043,40.6814598,-73.934903,Lewis Ave & Decatur St,19
1105,1,25,3044,40.6800105,-73.938475,Albany Ave & Fulton St,27
1106,0,18,3046,40.682601,-73.938037,Marcus Garvey Blvd & Macon St,19
1107,1,19,3047,40.6823687,-73.944118,Halsey St & Tompkins Ave,21
1108,0,19,3048,40.68402,-73.94977,Putnam Ave & Nostrand Ave,19
1109,0,17,3049,40.68488,-73.96304,Cambridge Pl & Gates Ave,18
1110,0,21,3050,40.6851532,-73.94111,Putnam Ave & Throop Ave,21
1111,4,17,3052,40.686312,-73.935775,Lewis Ave & Madison St,23
1112,4,19,3053,40.6900815,-73.947915,Marcy Ave & Lafayette Ave,23
1113,1,18,3054,40.6894932,-73.942061,Greene Ave & Throop Ave,19
1114,3,17,3055,40.6883337,-73.950916,Greene Ave & Nostrand Ave,23
1115,1,22,3056,40.69072549,-73.95133465,Kosciuszko St & Nostrand Ave,23
1116,1,17,3057,40.69128258,-73.9452416,Kosciuszko St & Tompkins Ave,18
1117,0,23,3058,40.69237074,-73.93705428,Lewis Ave & Kosciuszko St,24
1118,3,16,3059,40.6933982,-73.939877,Pulaski St & Marcus Garvey Blvd,19
1119,3,16,3060,40.69425403,-73.94626915,Willoughby Ave & Tompkins Ave,19
1120,0,21,3061,40.69622937,-73.94371094,Throop Ave & Myrtle Ave,21
1121,0,23,3062,40.69539817,-73.94954908,Myrtle Ave & Marcy Ave,23
1122,2,17,3063,40.69527008,-73.95238108,Nostrand Ave & Myrtle Ave,20
1123,2,20,3064,40.69681963,-73.93756926,Myrtle Ave & Lewis Ave,23
1124,2,25,3065,40.70029511,-73.95032283,Union Ave & Wallabout St,27
1125,0,18,3066,40.69957608,-73.94708417,Tompkins Ave & Hopkins St,19
1126,0,27,3067,40.7016657,-73.9437303,Broadway & Whipple St,27
1127,2,22,3068,40.7031724,-73.940636,Humboldt St & Varet St,24
1128,0,25,3069,40.70411791,-73.94818595,Lorimer St & Broadway,25
1129,2,20,3070,40.70510918,-73.94407279,McKibbin St & Manhattan Ave,23
1130,0,18,3071,40.70538077,-73.94976519,Boerum St & Broadway,19
1131,1,23,3072,40.70583339,-73.94644578,Leonard St & Boerum St,24
1132,0,0,3073,40.70691254,-73.95441667,Division Ave & Hooper St,0
1133,3,26,3074,40.70767788,-73.94016171,Montrose Ave & Bushwick Ave,31
1134,2,30,3075,40.70708701,-73.95796783,Division Ave & Marcy Ave,33
1135,0,23,3076,40.70870368,-73.9448625,Scholes St & Manhattan Ave,24
1136,0,32,3077,40.70877084,-73.95095259,Stagg St & Union Ave,33
1137,1,26,3078,40.70924826276157,-73.96063148975372,Broadway & Roebling St,27
1138,6,15,3080,40.70934,-73.95608,S 4 St & Rodney St,21
1139,0,22,3081,40.711863,-73.944024,Graham Ave & Grand St,23
1140,2,22,3082,40.71167351,-73.95141312,Hope St & Union Ave,25
1141,0,30,3083,40.71247661,-73.94100005,Bushwick Ave & Powers St,30
1142,0,0,3085,40.71469,-73.95739,Roebling St & N 4 St,0
1143,6,13,3086,40.715143,-73.944507,Graham Ave & Conselyea St,25
1144,0,30,3087,40.71413311,-73.95234386,Metropolitan Ave & Meeker Ave,30
1145,5,14,3088,40.7160751,-73.952029,Union Ave & Jackson St,19
1146,2,28,3090,40.71774592,-73.95600096,N 8 St & Driggs Ave,31
1147,1,30,3091,40.71764,-73.94882,Frost St & Meeker St,31
1148,2,24,3092,40.7190095,-73.95852515,Berry St & N 8 St,27
1149,2,24,3093,40.71745169,-73.95850939,N 6 St & Bedford Ave,28
1150,3,15,3094,40.7169811,-73.94485918,Graham Ave & Withers St,18
1151,2,21,3095,40.71929301,-73.94500379,Graham Ave & Herbert St,23
1152,5,30,3096,40.71924,-73.95242,Union Ave & N 12 St,39
1153,2,35,3100,40.724812564400175,-73.94752621650696,Nassau Ave & Newell St,39
1154,1,26,3101,40.72079821,-73.95484712,N 12 St & Bedford Ave,27
1155,3,24,3102,40.72179134,-73.9504154,Driggs Ave & Lorimer St,27
1156,0,23,3105,40.724055,-73.955736,N 15 St & Wythe Ave,24
1157,0,19,3106,40.72325,-73.94308,Driggs Ave & N Henry St,19
1158,0,38,3107,40.72311651,-73.95212324,Bedford Ave & Nassau Ave,39
1159,5,18,3108,40.72557,-73.94434,Nassau Ave & Russell St,24
1160,3,28,3109,40.72606,-73.95621,Banker St & Meserole Ave,31
1161,2,25,3110,40.72708584,-73.95299117,Meserole Ave & Manhattan Ave,27
1162,2,30,3112,40.72906,-73.95779,Milton St & Franklin St,33
1163,3,23,3113,40.73026,-73.95394,Greenpoint Ave & Manhattan Ave,26
1164,1,31,3115,40.73232194,-73.9550858,India St & Manhattan Ave,34
1165,19,14,3116,40.73266,-73.95826,Huron St & Franklin St,35
1166,3,23,3117,40.73564,-73.95866,Franklin St & Dupont St,27
1167,6,22,3118,40.73555,-73.95284,McGuinness Blvd & Eagle St,30
1168,0,44,3119,40.74232744,-73.95411749,Vernon Blvd & 50 Ave,45
1169,16,4,3120,40.74161,-73.96044,Center Blvd & Borden Ave,20
1170,12,15,3121,40.74524768,-73.94733276,Jackson Ave & 46 Rd,27
1171,7,24,3122,40.744363287066875,-73.9558732509613,48 Ave & 5 St,31
1172,1,26,3123,40.74469738,-73.93540375,31 St & Thomson Ave,27
1173,8,19,3124,40.74731,-73.95451,46 Ave & 5 St,27
1174,10,13,3125,40.74708586,-73.94977234,45 Rd & 11 St,23
1175,4,30,3126,40.74718234,-73.9432635,44 Dr & Jackson Ave,34
1176,3,32,3127,40.74966,-73.9521,9 St & 44 Rd,35
1177,1,22,3128,40.75052534,-73.94594845,21 St & 43 Ave,23
1178,1,30,3129,40.75110165,-73.94073717,Queens Plaza North & Crescent St,31
1179,2,29,3130,40.75325964,-73.94335788,21 St & Queens Plaza North,31
1180,4,26,3131,40.76712840349542,-73.96224617958069,E 68 St & 3 Ave,31
1181,8,26,3132,40.76350532,-73.97109243,E 59 St & Madison Ave,35
1182,3,48,3134,40.76312584,-73.96526895,3 Ave & E 62 St,51
1183,8,32,3135,40.77112927,-73.95772297,E 75 St & 3 Ave,41
1184,0,47,3136,40.766368,-73.971518,5 Ave & E 63 St,47
1185,0,30,3137,40.77282817,-73.96685276,5 Ave & E 73 St,31
1186,7,34,3139,40.77118287540658,-73.96409422159195,E 72 St & Park Ave,43
1187,2,53,3140,40.77140426,-73.9535166,1 Ave & E 78 St,55
1188,0,57,3141,40.76500525,-73.95818491,1 Ave & E 68 St,59
1189,10,30,3142,40.7612274,-73.96094022,1 Ave & E 62 St,41
1190,6,36,3143,40.77632142182271,-73.96427392959595,5 Ave & E 78 St,47
1191,8,38,3144,40.77677702,-73.9590097,E 81 St & Park Ave,46
1192,5,40,3145,40.77862688,-73.95772073,E 84 St & Park Ave,45
1193,9,38,3146,40.77573034,-73.9567526,E 81 St & 3 Ave,47
1194,11,28,3147,40.77801203,-73.95407149,E 85 St & 3 Ave,39
1195,10,18,3148,40.77565541,-73.95068615,E 84 St & 1 Ave,31
1196,4,43,3150,40.77536905,-73.94803392,E 85 St & York Ave,47
1197,1,42,3151,40.7728384,-73.94989233,E 81 St & York Ave,43
1198,1,40,3152,40.76873687,-73.96119945,3 Ave & E 71 St,42
1199,3,33,3153,40.76817546742245,-73.95910263061523,E 71 St & 2 Ave,37
1200,1,29,3154,40.77314236,-73.95856158,E 77 St & 3 Ave,31
1201,7,31,3155,40.76440023,-73.96648977,Lexington Ave & E 63 St,39
1202,1,35,3156,40.76663814,-73.95348296,E 72 St & York Ave,37
1203,4,23,3157,40.77518615,-73.94446054,East End Ave & E 86 St,27
1204,0,29,3158,40.77163851,-73.98261428,W 63 St & Broadway,31
1205,21,9,3159,40.77492513,-73.98266566,W 67 St & Broadway,31
1206,21,17,3160,40.77896784,-73.97374737,Central Park West & W 76 St,39
1207,18,38,3161,40.7801839724239,-73.97728532552719,W 76 St & Columbus Ave,59
1208,16,21,3162,40.78339981,-73.98093133,W 78 St & Broadway,39
1209,24,17,3163,40.7734066,-73.97782542,Central Park West & W 68 St,43
1210,29,35,3164,40.7770575,-73.97898475,Columbus Ave & W 72 St,67
1211,45,2,3165,40.77579376683666,-73.9762057363987,Central Park West & W 72 St,51
1212,7,33,3166,40.78057799010334,-73.98562431335449,Riverside Dr & W 72 St,41
1213,13,26,3167,40.77966809007312,-73.98093044757842,Amsterdam Ave & W 73 St,55
1214,15,15,3168,40.78472675,-73.96961715,Central Park West & W 85 St,31
1215,4,35,3169,40.78720869,-73.98128127,Riverside Dr & W 82 St,39
1216,2,32,3170,40.78499979,-73.97283406,W 84 St & Columbus Ave,35
1217,5,33,3171,40.78524672,-73.97667321,Amsterdam Ave & W 82 St,39
1218,0,26,3172,40.7785669,-73.97754961,W 74 St & Columbus Ave,27
1219,26,13,3173,40.777507027547976,-73.98888587951659,Riverside Blvd & W 67 St,39
1220,0,27,3175,40.77748046,-73.98288594,W 70 St & Amsterdam Ave,31
1221,1,60,3177,40.7867947,-73.977112,W 84 St & Broadway,63
1222,23,14,3178,40.78414472,-73.98362492,Riverside Dr & W 78 St,39
1223,1,21,3179,40.698617,-73.941342,Park Ave & Marcus Garvey Blvd,23
1224,0,0,3180,40.69878,-73.99712,Brooklyn Bridge Park - Pier 2,0
1225,11,31,3182,40.686931,-74.016966,Yankee Ferry Terminal,42
1226,13,16,3183,40.7162469,-74.0334588,Exchange Place,30
1227,11,2,3184,40.7141454,-74.0335519,Paulus Hook,14
1228,17,5,3185,40.7177325,-74.043845,City Hall,22
1229,28,14,3186,40.71958611647166,-74.04311746358871,Grove St PATH,42
1230,11,11,3187,40.7211236,-74.03805095,Warren St,22
1231,8,10,3191,40.7182113,-74.0836394,Union St,18
1232,4,11,3192,40.7112423,-74.0557013,Liberty Light Rail,22
1233,6,10,3193,40.7246050998869,-74.07840594649315,Lincoln Park,18
1234,11,10,3194,40.7253399253558,-74.06762212514877,McGinley Square,22
1235,5,30,3195,40.73074262530658,-74.06378388404846,Sip Ave,38
1236,5,13,3196,40.7443187,-74.0439909,Riverview Park,18
1237,4,13,3198,40.748715945380226,-74.04044330120087,Heights Elevator,18
1238,6,6,3199,40.7287448,-74.0321082,Newport Pkwy,14
1239,15,3,3201,40.737711,-74.066921,Dey St,18
1240,9,8,3202,40.7272235,-74.0337589,Newport PATH,18
1241,7,17,3203,40.727595966,-74.044247311,Hamilton Park,26
1242,14,6,3205,40.71653978099194,-74.0496379137039,JC Medical Center,22
1243,5,21,3206,40.7311689,-74.0575736,Hilltop,26
1244,9,15,3207,40.7376037,-74.0524783,Oakland Ave,26
1245,16,4,3209,40.7241765,-74.0506564,Brunswick St,22
1246,6,11,3210,40.742677141,-74.051788633,Pershing Field,18
1247,17,3,3211,40.72152515,-74.046304543,Newark Ave,22
1248,3,18,3212,40.734785818,-74.050443636,Christ Hospital,22
1249,13,9,3213,40.71848892,-74.047726625,Van Vorst Park,22
1250,14,6,3214,40.7127742,-74.0364857,Essex Light Rail,22
1251,3,15,3220,40.734961020009514,-74.0595030784607,5 Corners Library,18
1252,4,22,3221,40.743,-73.93561,47 Ave & 31 St,27
1253,3,48,3223,40.758996559605116,-73.96865397691727,E 55 St & 3 Ave,53
1254,3,10,3225,40.7236589,-74.0641943,Baldwin at Montgomery,14
1255,1,43,3226,40.78275,-73.97137,W 82 St & Central Park West,45
1256,4,35,3231,40.76780080148132,-73.96592080593109,E 67 St & Park Ave,39
1257,8,22,3232,40.68962188790333,-73.98304268717766,Bond St & Fulton St,31
1258,16,23,3233,40.75724567911726,-73.97805914282799,E 48 St & 5 Ave,39
1259,1,30,3235,40.752165280621966,-73.97992193698882,E 41 St & Madison Ave,31
1260,1,30,3236,40.75898481399634,-73.99379968643188,W 42 St & Dyer Ave,33
1261,2,17,3241,40.686203,-73.944694,Monroe St & Tompkins Ave,19
1262,16,23,3242,40.69102925677968,-73.99183362722397,Schermerhorn St & Court St,39
1263,2,27,3243,40.75892386377695,-73.96226227283478,E 58 St & 1 Ave,29
1264,8,23,3244,40.73143724085228,-73.99490341544151,University Pl & E 8 St,31
1265,0,19,3249,40.6803560840434,-73.9476791024208,Verona Pl & Fulton St,19
1266,3,15,3255,40.7505853470215,-73.9946848154068,8 Ave & W 31 St,19
1267,6,13,3256,40.7277140777778,-74.01129573583603,Pier 40 - Hudson River Park,22
1268,4,31,3258,40.75018156325683,-74.00218427181244,W 27 St & 10 Ave,37
1269,1,24,3259,40.74937024193277,-73.99923384189606,9 Ave & W 28 St,27
1270,3,28,3260,40.72706363348306,-73.99662137031554,Mercer St & Bleecker St,31
1271,20,37,3263,40.72951496224949,-73.99075269699097,Cooper Square & Astor Pl,59
1272,3,9,3267,40.7124188237569,-74.03852552175522,Morris Canal,14
1273,7,6,3268,40.71346382669195,-74.06285852193832,Lafayette Park,14
1274,1,12,3269,40.72601172964625,-74.05038893222809,Brunswick & 6th,14
1275,13,1,3270,40.72528910781132,-74.04557168483734,Jersey & 6th St,14
1276,8,2,3272,40.72333158646436,-74.04595255851744,Jersey & 3rd,14
1277,13,2,3273,40.721650724879986,-74.04288411140442,Manila & 1st,18
1278,2,11,3275,40.71835519823214,-74.03891444206238,Columbus Drive,14
1279,15,10,3276,40.71458403535893,-74.04281705617905,Marin Light Rail,26
1280,4,10,3277,40.71435836870427,-74.06661093235016,Communipaw & Berry Lane,14
1281,3,9,3278,40.72568548362901,-74.04879033565521,Monmouth and 6th,14
1282,9,8,3279,40.721630142638354,-74.04996782541275,Dixon Mills,18
1283,1,13,3280,40.71928220070702,-74.07126188278198,Astor Place,14
1284,3,11,3281,40.74590996631558,-74.0572714805603,Leonard Gordon Park,14
1285,31,5,3282,40.78307,-73.95939,5 Ave & E 88 St,38
1286,17,27,3283,40.7882213,-73.97041561,W 89 St & Columbus Ave,47
1287,7,28,3284,40.781410700190015,-73.95595908164978,E 88 St & Park Ave,38
1288,3,39,3285,40.78839,-73.9747,W 87 St & Amsterdam Ave,43
1289,5,34,3286,40.7806284,-73.9521667,E 89 St & 3 Ave,39
1290,10,25,3288,40.778301,-73.9488134,E 88 St & 1 Ave,39
1291,9,23,3289,40.79017948095081,-73.97288918495178,W 90 St & Amsterdam Ave,32
1292,6,29,3290,40.7779453,-73.946041,E 89 St & York Ave,35
1293,10,30,3292,40.7857851,-73.957481,5 Ave & E 93 St,43
1294,7,17,3293,40.7921,-73.9739,W 92 St & Broadway,24
1295,4,34,3294,40.7835016,-73.955327,E 91 St & Park Ave,38
1296,8,51,3295,40.79127,-73.964839,Central Park W & W 96 St,59
1297,5,37,3296,40.782454175279874,-73.9489196240902,E 93 St & 2 Ave,42
1298,1,19,3297,40.6686627,-73.97988067,6 St & 7 Ave,21
1299,4,19,3298,40.686371,-73.99383324,Warren St & Court St,23
1300,2,23,3299,40.78813,-73.95206,E 98 St & Park Ave,25
1301,1,24,3300,40.66514681533792,-73.97637605667114,Prospect Park West & 8 St,25
1302,0,0,3301,40.7919557,-73.968087,Columbus Ave & W 95 St,0
1303,0,22,3302,40.7969347,-73.9643412291,Columbus Ave & W 103 St,22
1304,7,18,3303,40.6849894,-73.99440329,Butler St & Court St,25
1305,2,25,3304,40.668127,-73.98377641,6 Ave & 9 St,27
1306,6,31,3305,40.78112229934166,-73.94965589046478,E 91 St & 2 Ave,39
1307,13,10,3306,40.6662078,-73.98199886,10 St & 7 Ave,23
1308,12,19,3307,40.7941654,-73.974124,West End Ave & W 94 St,31
1309,7,20,3308,40.6861758,-73.99645295,Kane St & Clinton St,27
1310,0,30,3309,40.7859201,-73.94860294,E 97 St & 3 Ave,30
1311,0,24,3310,40.663779,-73.98396846,14 St & 7 Ave,24
1312,19,2,3311,40.68763155,-74.0016256,Columbia St & Kane St,21
1313,31,8,3312,40.7817212,-73.94594,1 Ave & E 94 St,39
1314,3,26,3313,40.6663181,-73.9854617,6 Ave & 12 St,29
1315,3,28,3314,40.7937704,-73.971888,W 95 St & Broadway,32
1316,11,12,3315,40.6847514,-73.99917254,Henry St & Degraw St,23
1317,14,9,3317,40.6686273,-73.98700053,10 St & 5 Ave,24
1318,18,20,3318,40.7839636,-73.9471673,2 Ave & E 96 St,39
1319,9,9,3319,40.666287,-73.98895053,14 St & 5 Ave,21
1320,15,30,3320,40.79406660818552,-73.96286845207214,Central Park West & W 100 St,49
1321,0,25,3321,40.6831164,-73.99785267,Clinton St & Union St,25
1322,3,22,3322,40.668603,-73.9904394,12 St & 4 Ave,25
1323,1,56,3323,40.7981856,-73.9605909006,W 106 St & Central Park West,59
1324,24,1,3324,40.6685455,-73.99333264,3 Ave & 14 St,25
1325,14,7,3326,40.67434,-74.00194698,Clinton St & Centre St,21
1326,0,27,3327,40.7877214,-73.94728331,3 Ave & E 100 St,27
1327,1,37,3328,40.795,-73.9645,W 100 St & Manhattan Ave,39
1328,5,20,3329,40.6829151,-73.99318208,Degraw St & Smith St,27
1329,9,8,3330,40.6725058,-74.00494695,Henry St & Bay St,19
1330,5,34,3331,40.8013434,-73.9711457439,Riverside Dr & W 104 St,39
1331,3,16,3332,40.681990442707026,-73.99079024791718,Degraw St & Hoyt St,19
1332,16,4,3333,40.6747055,-74.0075572,Columbia St & Lorraine St,21
1333,22,3,3335,40.6772744,-73.98282002,Union St & 4 Ave,28
1334,1,39,3336,40.787801,-73.953559,E 97 St & Madison Ave,41
1335,18,5,3337,40.67363551341504,-74.01195555925369,Dwight St & Van Dyke St,23
1336,7,23,3338,40.7862586,-73.94552579,2 Ave & E 99 St,31
1337,13,7,3339,40.6765304,-73.97846879,Berkeley Pl & 6 Ave,23
1338,18,2,3340,40.6753274,-74.0100698,Wolcott St & Dwight St,21
1339,0,40,3341,40.795346,-73.96186,Central Park West & W 102 St,41
1340,8,15,3342,40.6777748,-74.0094613,Pioneer St & Richards St,23
1341,1,22,3343,40.7997568,-73.9621128676,W 107 St & Columbus Ave,23
1342,15,4,3344,40.679043,-74.011169,Pioneer St & Van Brunt St,19
1343,1,34,3345,40.78948541553215,-73.95242929458618,Madison Ave & E 99 St,35
1344,3,26,3346,40.675146838709786,-73.97523209452629,Berkeley Pl & 7 Ave,29
1345,15,4,3347,40.6773429,-74.01275056,Van Brunt St & Wolcott St,21
1346,16,3,3348,40.677236,-74.015665,Coffey St & Conover St,19
1347,1,28,3349,40.6729679,-73.97087984,Grand Army Plaza & Plaza St West,30
1348,0,39,3350,40.7973721,-73.97041192,W 100 St & Broadway,39
1349,6,19,3351,40.7869946,-73.94164802,E 102 St & 1 Ave,25
1350,20,1,3352,40.67267243410948,-74.0087952464819,Sigourney St & Columbia St,21
1351,4,27,3354,40.668132,-73.97363831,3 St & Prospect Park West,31
1352,2,23,3355,40.76800889305947,-73.96845281124115,E 66 St & Madison Ave,25
1353,0,20,3356,40.7746671,-73.98470567,Amsterdam Ave & W 66 St,21
1354,0,35,3357,40.8008363,-73.9664492472,W 106 St & Amsterdam Ave,35
1355,3,21,3358,40.6711978,-73.97484126,Garfield Pl & 8 Ave,25
1356,3,32,3359,40.7691572,-73.96703464,E 68 St & Madison Ave,35
1357,3,21,3360,40.7829391,-73.9786517,Amsterdam Ave & W 79 St,25
1358,3,19,3361,40.6740886,-73.9787282,Carroll St & 6 Ave,23
1359,4,29,3362,40.7781314,-73.96069399,Madison Ave & E 82 St,34
1360,0,33,3363,40.7904828,-73.95033068,E 102 St & Park Ave,33
1361,19,8,3364,40.6751622,-73.9814832,Carroll St & 5 Ave,27
1362,2,24,3365,40.6703837,-73.97839676,3 St & 7 Ave,27
1363,3,27,3366,40.8021174,-73.9681805305,West End Ave & W 107 St,31
1364,3,36,3367,40.7922553,-73.95249933,5 Ave & E 103 St,39
1365,7,21,3368,40.6728155,-73.98352355,5 Ave & 3 St,30
1366,4,24,3369,40.7724607,-73.9468208,E 82 St & East End Ave,29
1367,3,22,3370,40.7727966,-73.95577801,E 78 St & 2 Ave,25
1368,6,20,3371,40.674613422475815,-73.98501142859459,4 Ave & 2 St,27
1369,0,37,3372,40.7689738,-73.95482273,E 74 St & 1 Ave,39
1370,15,10,3373,40.6750705,-73.98775226,3 St & 3 Ave,27
1371,10,24,3374,40.799484,-73.955613,Central Park North & Adam Clayton Powell Blvd,36
1372,3,30,3375,40.7699426,-73.96060712,3 Ave & E 72 St,35
1373,3,36,3376,40.76471851944339,-73.96222069859505,E 65 St & 2 Ave,39
1374,8,16,3377,40.6786115,-73.99037292,Carroll St & Bond St,25
1375,0,26,3378,40.773763,-73.96222088,E 76 St & Park Ave,28
1376,2,32,3379,40.7903051,-73.94755757,E 103 St & Lexington Ave,35
1377,16,5,3381,40.6777287,-73.99364123,3 St & Hoyt St,21
1378,22,6,3382,40.680611,-73.99475825,Carroll St & Smith St,31
1379,0,24,3383,40.804213,-73.96699104,Cathedral Pkwy & Broadway,25
1380,13,10,3384,40.6787242,-73.99599099,Smith St & 3 St,25
1381,0,25,3386,40.6809591,-73.99905709,1 Pl & Clinton St,27
1382,0,25,3387,40.7934337,-73.94945003,E 106 St & Madison Ave,25
1383,16,8,3388,40.6828003,-73.99990419,President St & Henry St,25
1384,1,27,3389,40.6830456,-74.00348559,Carroll St & Columbia St,28
1385,1,22,3390,40.79329668,-73.9432083,E 109 St & 3 Ave,24
1386,0,25,3391,40.7892529,-73.93956237,E 106 St & 1 Ave,25
1387,7,12,3392,40.6812117,-74.00860912,Commerce St & Van Brunt St,19
1388,14,5,3393,40.6794327,-74.00785041,Richards St & Delavan St,19
1389,9,12,3394,40.6769993,-74.00647134,Columbia St & W 9 St,21
1390,17,8,3396,40.6783563,-74.00014502,Clinton St & 4 Place,25
1391,0,0,3397,40.6763947,-73.99869893,Court St & Nelson St,0
1392,17,3,3398,40.6746957,-73.99785768,Smith St & 9 St,23
1393,13,10,3399,40.67260298150126,-73.98983001708984,7 St & 3 Ave,24
1394,0,24,3400,40.7961535,-73.94782145,E 110 St & Madison Ave,24
1395,18,1,3401,40.6724811,-73.99331394,2 Ave & 9 St,19
1396,15,7,3402,40.6902375,-73.99203074,Court St & State St,23
1397,8,22,3403,40.6705135,-73.98876585,4 Ave & 9 St,31
1398,4,23,3404,40.6704922,-73.98541675,7 St & 5 Ave,27
1399,14,9,3405,40.6704836,-73.98208968,5 St & 6 Ave,23
1400,6,15,3407,40.67909799721684,-73.98765474557877,Union St & Nevins St,23
1401,1,24,3408,40.6881529,-73.99520919,Congress St & Clinton St,27
1402,30,5,3409,40.6867443,-73.99063168,Bergen St & Smith St,35
1403,8,23,3410,40.6864442,-73.98759104,Dean St & Hoyt St,31
1404,6,18,3411,40.6849668,-73.98620772,Bond St & Bergen St,27
1405,3,14,3412,40.6853761,-73.98302136,Pacific St & Nevins St,18
1406,13,9,3413,40.6827549,-73.98258555,Wyckoff St & 3 Ave,22
1407,13,20,3414,40.680944723477296,-73.97567331790923,Bergen St & Flatbush Ave,33
1408,16,9,3415,40.6793307,-73.97519523,Prospect Pl & 6 Ave,25
1409,8,16,3417,40.6795766,-73.97854971,Baltic St & 5 Ave,27
