,availableBikes,departs,id,lat,lng,stAddress,totalDocks
656,6,17,3514,40.7767,-73.927631,Astoria Park S & Shore Blvd,23
657,2,17,3515,40.774591,-73.918544,24 Ave & 26 St,19
658,0,31,3516,40.7699176,-73.9184057,31 St & Astoria Blvd,31
659,2,30,3517,40.7711528,-73.9170074,31 St & Hoyt Ave N,35
660,1,31,3518,40.808442,-73.9452087,Lenox Ave & W 126 St,34
661,0,0,3519,40.764258,-73.911239,28 Ave & 43 St,0
662,3,24,3520,40.804372,-73.951475,Adam Clayton Powell Blvd & W 118 St,27
663,1,34,3521,40.7987859,-73.9523,Lenox Ave & W 111 St,36
664,8,11,3522,40.7701477,-73.9120938,37 St & 24 Ave,19
665,4,20,3523,40.7729,-73.916142,24 Ave & 29 St,25
666,0,20,3524,40.7774552,-73.9225403,19 St & 24 Ave,22
667,6,15,3525,40.776165,-73.9153175,23 Ave & 27 St,21
668,24,2,3526,40.7747878,-73.9125551,31 St & 23 Ave,27
669,1,24,3527,40.80698,-73.941747,5 Ave & E 126 St,27
670,13,7,3528,40.7713937,-73.9077436,Steinway St & 23 Ave,20
671,4,17,3529,40.8107922,-73.9430681,Lenox Ave & W 130 St,25
672,0,19,3530,40.7787185,-73.9145645,Crescent St & Ditmars Blvd,19
673,3,23,3531,40.8125511,-73.9492286,Frederick Douglass Blvd & W 129 St,27
674,11,16,3532,40.78145,-73.9183302,Ditmars Blvd & 19 St,27
675,1,32,3533,40.8114323,-73.9518776,St. Nicholas Ave & W 126 St,34
676,10,29,3534,40.805159,-73.954692,Frederick Douglass Blvd & W 117 St,39
677,4,23,3535,40.804038,-73.945925,Mt Morris Park W & W 120 St,27
678,1,42,3536,40.8082,-73.9641,W 116 St & Broadway,43
679,1,27,3537,40.6809741,-73.9710097,Carlton Ave & Dean St,29
680,1,43,3538,40.802692,-73.96295,W 110 St & Amsterdam Ave,45
681,13,30,3539,40.8067581,-73.9607082,W 116 St & Amsterdam Ave,43
682,1,33,3540,40.81,-73.9551508,Morningside Ave & W 123 St,35
683,14,25,3541,40.813358,-73.956461,Amsterdam Ave & W 125 St,39
684,1,28,3542,40.8086249,-73.9596214,Amsterdam Ave & W 119 St,29
685,1,34,3543,40.81028506306003,-73.95736455917358,Morningside Dr & Amsterdam Ave,35
686,0,27,3544,40.6804836,-73.9646795,Underhill Ave & Pacific St,27
687,0,33,3545,40.8120562,-73.9612547,Broadway & W 122 St,33
688,0,21,3546,40.6791944,-73.9587903,Pacific St & Classon Ave,21
689,9,30,3547,40.8143256,-73.9590255,Broadway & Moylan Pl,41
690,0,25,3549,40.678045,-73.962408,Grand Ave & Bergen St,25
691,0,23,3551,40.795508,-73.941606,3 Ave & E 112 St,23
692,0,39,3552,40.805973,-73.964928,W 113 St & Broadway,39
693,3,34,3553,40.801694,-73.957145,Frederick Douglass Blvd & W 112 St,37
694,2,25,3554,40.7552433,-73.9485678,Vernon Blvd & 41 Rd,27
695,2,25,3555,40.751047,-73.93797,28 St & 41 Ave,27
696,0,19,3556,40.7527085,-73.9397405,24 St & 41 Ave,19
697,2,17,3557,40.75742,-73.945133,40 Ave & 9 St,19
698,0,25,3558,40.6794388,-73.9680438,Bergen St & Vanderbilt Ave,27
699,1,18,3559,40.7576314,-73.9391224,21 St & 38 Ave,19
700,0,18,3560,40.754876,-73.934326,28 St & 38 Ave,19
701,2,24,3561,40.7531106,-73.9279917,37 Ave & 35 St,26
702,0,25,3562,40.6765198,-73.9596082,Classon Ave & St Marks Ave,27
703,0,21,3563,40.757186,-73.932719,28 St & 36 Ave,21
704,3,15,3564,40.7601853,-73.9362726,21 St & 36 Ave,19
705,5,14,3565,40.7614376,-73.9411265,36 Ave & 10 St,19
706,1,24,3566,40.7596276,-73.9321455,Crescent St & 35 Ave,25
707,1,18,3567,40.7627442,-73.9391141,11 St & 35 Ave,19
708,1,20,3568,40.7569332,-73.9262231,34 St & 35 Ave,21
709,1,28,3569,40.6758324,-73.9561677,Franklin Ave & St Marks Ave,29
710,2,29,3570,40.7557327,-73.9236611,35 Ave & 37 St,31
711,0,24,3571,40.676368,-73.952918,Bedford Ave & Bergen St,24
712,6,27,3572,40.756913,-73.921631,34 Ave & 38 St,33
713,1,24,3573,40.7580583,-73.9242751,35 St & 34 Ave,25
714,2,21,3574,40.6769694,-73.96579,Prospect Pl & Underhill Ave,23
715,1,18,3575,40.76108,-73.930562,Crescent St & 34 Ave,19
716,2,25,3576,40.6767,-73.969024,Park Pl & Vanderbilt Ave,27
717,1,22,3577,40.7628138,-73.9342862,34 Ave & 21 St,23
718,1,20,3578,40.6741806,-73.9564947,Park Pl & Franklin Ave,21
719,1,22,3579,40.672695,-73.954131,Sterling Pl & Bedford Ave,25
720,0,29,3580,40.6737236,-73.9631611,St Johns Pl & Washington Ave,30
721,0,24,3581,40.6740123,-73.9671457,Underhill Ave & Lincoln Pl,27
722,1,26,3582,40.6721683,-73.9609,Lincoln Pl & Classon Ave,28
723,0,31,3583,40.6716493,-73.9631145,Eastern Pkwy & Washington Ave,31
724,0,42,3584,40.6707767,-73.9576801,Eastern Pkwy & Franklin Ave,42
725,0,23,3585,40.6691783,-73.9554162,Union St & Bedford Ave,24
726,2,17,3586,40.7638753,-73.9364848,34 Ave & 13 St,19
727,1,26,3587,40.6686744,-73.9618148,Carroll St & Washington Ave,27
728,13,8,3588,40.7671863,-73.9373554,Vernon Blvd & 10 St,21
729,1,17,3589,40.7668,-73.9347774,Broadway & 12 St,19
730,0,19,3590,40.6679411,-73.9588,Carroll St & Franklin Ave,19
731,1,18,3591,40.7659,-73.930819,21 St & 31 Dr,21
732,2,17,3592,40.7633589,-73.9286471,Crescent St & Broadway,19
733,4,31,3593,40.761584,-73.925921,31 St & Broadway,35
734,2,16,3595,40.760339,-73.9222427,35 St & Broadway,18
735,11,7,3596,40.6642406,-73.9574686,Sullivan Pl & Bedford Ave,19
736,5,20,3597,40.7577284,-73.9166368,43 St & Broadway,25
737,1,18,3598,40.7595701,-73.9142678,Newton Rd & 44 St,19
738,1,22,3599,40.66314,-73.9605695,Franklin Ave & Empire Blvd,27
739,13,4,3601,40.6627059,-73.9569115,Sterling St & Bedford Ave,19
740,4,19,3602,40.763154,-73.920827,31 Ave & 34 St,23
741,3,12,3603,40.7647,-73.9240312,31 Ave & 30 St,15
742,5,12,3604,40.6630619,-73.9538746,Rogers Ave & Sterling St,17
743,0,20,3605,40.7658346,-73.9265474,31 Ave & Crescent St,21
744,2,19,3606,40.74252,-73.948852,49 Ave & 21 St,21
745,8,11,3607,40.7682,-73.9322662,31 Ave & 14 St,19
746,4,17,3608,40.7423737,-73.9566,5 St & 51 Ave,21
747,8,14,3609,40.7692475,-73.9354504,Vernon Blvd & 31 Ave,23
748,4,23,3610,40.770845,-73.934171,Vernon Blvd & 30 Rd,27
749,4,26,3611,40.7449067,-73.9534573,Vernon Blvd & 47 Rd,31
750,1,14,3612,40.7703743,-73.9286078,30 Ave & 21 St,15
751,7,20,3613,40.745038,-73.957539,Center Blvd & 48 Ave,27
752,1,21,3614,40.768692,-73.9249574,Crescent St & 30 Ave,23
753,8,12,3615,40.748,-73.9460927,44 Dr & 21 St,21
754,1,23,3616,40.7656251,-73.9136695,Steinway St & 28 Ave,25
755,2,25,3617,40.7671,-73.9169858,28 Ave & 35 St,27
756,3,22,3618,40.7485,-73.941275,27 St & Hunter St,25
757,2,15,3619,40.7713615,-73.9246145,Newtown Ave & 23 St,19
758,2,21,3620,40.7519071,-73.9479119,11 St & 43 Ave,23
759,0,19,3621,40.7739825,-73.9309134,27 Ave & 9 St,19
760,9,6,3622,40.80756,-73.939182,E 128 St & Madison Ave,15
761,0,39,3623,40.8109494,-73.9634,W 120 St & Claremont Ave,39
762,0,2,3625,40.7525758,-73.9364281,28 St & 40 Ave,2
763,3,27,3628,40.8025566,-73.9490782,Lenox Ave & W 117 St,31
764,0,32,3629,40.809495347779475,-73.94776493310928,Adam Clayton Powell Blvd & W 126 St,33
765,9,23,3630,40.8038654,-73.9559308,Frederick Douglass Blvd & W 115 St,33
766,3,24,3631,40.666563,-73.956741,Crown St & Bedford Ave,27
767,2,26,3632,40.728048571362606,-73.97881150245667,E 12 St & Avenue B,33
768,0,0,3635,40.75462324029105,-73.99516761302948,W 36 St & 9 Ave,0
769,1,30,3637,40.683238654603414,-73.96599590778351,Fulton St & Waverly Ave,31
770,1,14,3638,40.7242941,-74.0354826,Washington St,18
771,3,22,3639,40.7192517,-74.034234,Harborside,30
772,2,16,3640,40.73367,-74.0625,Journal Square,18
773,6,46,3641,40.74286877312112,-73.98918628692627,Broadway & W 25 St,54
774,4,22,3646,40.76315481910373,-73.93985509872437,35 Ave & 10 St,26
775,3,20,3647,40.74128309355993,-73.93725872039794,48 Ave & 30 Pl,23
776,20,4,3648,40.697950315695444,-73.97077560424805,Flushing Ave & Vanderbilt Ave,25
777,0,29,3649,40.814394437915816,-73.95324736833572,W 129 St & Convent Ave,30
778,3,16,3653,40.75820464696758,-73.92832159996033,31 St & 35 Ave,19
779,0,34,3654,40.75186951421875,-73.93349289894103,31 St & Northern Blvd,35
780,1,30,3656,40.72307749068673,-73.98583620786667,E 2 St & Avenue A,31
781,6,19,3658,40.7435337324616,-74.00367558002472,W 18 St & 9 Ave,27
782,18,7,3659,40.74294891660091,-74.00413691997528,W 17 St & 9 Ave,25
783,7,27,3660,40.741021509002664,-74.001384973526,W 16 St & 8 Ave,39
784,0,19,3661,40.666439306870814,-73.9605563879013,Montgomery St & Franklin Ave,19
785,0,21,3662,40.761293897289086,-73.916916847229,31 Ave & Steinway St,21
786,3,21,3663,40.67716489469059,-73.973827958107,Sterling Pl & 7 Ave,25
787,20,9,3664,40.72019521437465,-74.0103006362915,North Moore St & Greenwich St,30
788,9,26,3666,40.766425527028794,-73.92062902450562,32 St & 30 Ave,35
789,2,24,3668,40.7239567849954,-73.94984364509583,Leonard St & Nassau Ave,26
790,10,8,3669,40.67630357634183,-74.00314047932625,Henry St & W 9 St,19
791,6,30,3671,40.774779448957275,-73.95427465438843,E 81 St & 2 Ave,37
792,0,21,3673,40.67759206937376,-73.955637216568,Dean St & Franklin Ave,21
793,23,3,3674,40.701403172577244,-73.98672670125961,Jay St & York St,27
794,7,24,3675,40.784596798848916,-73.94968539476395,3 Ave & E 95 St,31
795,15,8,3676,40.6758329439129,-74.01472628116608,Van Brunt St & Van Dyke St,24
796,2,16,3677,40.72755146730012,-74.07106071710587,Glenwood Ave,18
797,7,11,3678,40.72572613742557,-74.07195925712585,Fairmount Ave,18
798,6,7,3679,40.722103786686034,-74.07145500183105,Bergen Ave,14
799,0,55,3680,40.754120810779256,-73.98025184869766,E 43 St & 5 Ave,55
800,5,11,3681,40.71517767732029,-74.03768330812454,Grand St,18
801,13,30,3684,40.73756121181137,-74.00398269295692,W 12 St & W 4 St,43
802,4,31,3686,40.739448201304036,-74.00507032871246,Gansevoort St & Hudson St,39
803,0,58,3687,40.74322681432173,-73.97449783980846,E 33 St & 1 Ave,59
804,4,25,3688,40.757920208794026,-73.96638214588165,2 Ave & E 55 St,29
805,1,45,3689,40.799041392882984,-73.96649479866028,W 104 St & Amsterdam Ave,47
806,16,19,3690,40.71334184275907,-74.00935515761375,Park Pl & Church St,36
807,0,18,3691,40.76408932350688,-73.91065120697021,28 Ave & 44 St,19
808,8,7,3692,40.699997484388504,-73.97440128028393,5 St & Market St,15
809,4,20,3693,40.72248188638219,-73.95921930670738,N 11 St & Kent Ave,27
810,7,11,3694,40.71113,-74.0789,Jackson Square,18
811,6,37,3697,40.77515953434235,-73.98918695747852,W 64 St & Thelonious Monk Circle,43
812,0,30,3699,40.763604677958625,-73.98917958140373,W 50 St & 9 Ave,30
813,17,19,3701,40.70831794366396,-74.00504082441329,Cliff St & Fulton St,37
814,4,15,3704,40.7437524099784,-73.94176483154297,47 Ave & Skillman Ave,19
815,28,5,3705,40.72840059450829,-73.99968780577183,Thompson St & Bleecker St,35
816,1,53,3707,40.741459,-73.983293,Lexington Ave & E 26 St,55
817,8,45,281,40.7643971,-73.97371465,Grand Army Plaza & Central Park S,57
818,6,32,72,40.76727216,-73.99392888,W 52 St & 11 Ave,39
819,8,23,79,40.71911552,-74.00666661,Franklin St & W Broadway,33
820,0,0,82,40.71117416,-74.00016545,St James Pl & Pearl St,0
821,13,49,83,40.68382604,-73.97632328,Atlantic Ave & Fort Greene Pl,62
822,14,5,119,40.69608941,-73.97803415,Park Ave & St Edwards St,19
823,0,19,120,40.68676793,-73.95928168,Lexington Ave & Classon Ave,19
824,20,11,127,40.73172428,-74.00674436,Barrow St & Hudson St,31
825,20,9,128,40.72710258,-74.00297088,MacDougal St & Prince St,30
826,1,23,143,40.69239502,-73.99337909,Clinton St & Joralemon St,24
827,0,19,144,40.69839895,-73.98068914,Nassau St & Navy St,19
828,5,34,146,40.71625008,-74.0091059,Hudson St & Reade St,39
829,1,26,150,40.7208736,-73.98085795,E 2 St & Avenue C,29
830,6,20,151,40.722103786686034,-73.99724900722504,Cleveland Pl & Spring St,33
831,14,3,157,40.69089272,-73.99612349,Henry St & Atlantic Ave,23
832,0,47,164,40.75323098,-73.97032517,E 47 St & 2 Ave,47
833,0,43,167,40.7489006,-73.97604882,E 39 St & 3 Ave,45
834,6,39,168,40.73971301,-73.99456405,W 18 St & 6 Ave,47
835,6,43,173,40.76068327096592,-73.9845272898674,Broadway & W 49 St,51
836,2,26,174,40.7381765,-73.97738662,E 25 St & 1 Ave,30
837,5,38,195,40.70905623,-74.01043382,Liberty St & Broadway,45
838,2,26,212,40.74334935,-74.00681753,W 16 St & The High Line,28
839,0,23,216,40.70037867,-73.99548059,Columbia Heights & Cranberry St,23
840,24,11,217,40.70277159,-73.99383605,Old Fulton St,39
841,2,31,223,40.73781509,-73.99994661,W 13 St & 7 Ave,33
842,4,50,228,40.7546011026,-73.971878855,E 48 St & 3 Ave,54
843,19,4,229,40.72743423,-73.99379025,Great Jones St,23
844,0,21,232,40.69597683,-73.99014892,Cadman Plaza E & Tillary St,23
845,10,27,236,40.7284186,-73.98713956,St Marks Pl & 2 Ave,39
846,14,22,237,40.73047309,-73.98672378,E 11 St & 2 Ave,39
847,17,11,238,40.7361967,-74.00859207,Bank St & Washington St,31
848,9,20,239,40.69196566,-73.9813018,Willoughby St & Fleet St,31
849,2,20,241,40.68981035,-73.97493121,DeKalb Ave & S Portland Ave,23
850,14,8,242,40.697787,-73.973736,Carlton Ave & Flushing Ave,23
851,15,15,243,40.688226,-73.979382,Fulton St & Rockwell Pl,31
852,14,17,244,40.69196035,-73.96536851,Willoughby Ave & Hall St,31
853,3,20,245,40.69327018,-73.97703874,Myrtle Ave & St Edwards St,23
854,12,8,247,40.73535398,-74.00483091,Perry St & Bleecker St,20
855,6,16,248,40.72185379,-74.00771779,Laight St & Hudson St,23
856,2,25,249,40.71870987,-74.0090009,Harrison St & Hudson St,27
857,2,24,251,40.72317958,-73.99480012,Mott St & Prince St,27
858,17,15,252,40.73226398,-73.99852205,MacDougal St & Washington Sq,33
859,2,52,253,40.73543934,-73.99453948,W 13 St & 5 Ave,55
860,0,30,254,40.73532427,-73.99800419,W 11 St & 6 Ave,31
861,16,21,257,40.71939226,-74.00247214,Lispenard St & Broadway,39
862,2,20,258,40.68940747,-73.96885458,DeKalb Ave & Vanderbilt Ave,23
863,0,36,259,40.70122128,-74.01234218,South St & Whitehall St,39
864,1,33,260,40.70365182,-74.01167797,Broad St & Bridge St,35
865,0,25,261,40.69474881,-73.98362464,Johnson St & Gold St,27
866,6,15,262,40.6917823,-73.9737299,Washington Park,24
867,4,23,264,40.70706456,-74.00731853,Maiden Ln & Pearl St,27
868,12,19,265,40.72229346,-73.99147535,Stanton St & Chrystie St,35
869,2,21,266,40.72368361,-73.97574813,Avenue D & E 8 St,24
870,8,47,267,40.75097711,-73.98765428,Broadway & W 36 St,57
871,17,10,268,40.71910537,-73.99973337,Howard St & Centre St,27
872,6,17,270,40.69308257,-73.97178913,Adelphi St & Myrtle Ave,23
873,18,12,274,40.68691865,-73.976682,Lafayette Ave & Fort Greene Pl,31
874,0,18,275,40.68650065,-73.96563307,Washington Ave & Greene Ave,19
875,8,15,276,40.71748752,-74.0104554,Duane St & Greenwich St,25
876,10,9,278,40.69766564,-73.98476437,Concord St & Bridge St,19
877,9,24,279,40.707873,-74.00167,Peck Slip & Front St,36
878,2,28,280,40.73331967,-73.99510132,E 10 St & 5 Ave,31
879,14,8,282,40.707644944175705,-73.96841526031494,Kent Ave & S 11 St,27
880,3,47,285,40.73454567,-73.99074142,Broadway & E 14 St,51
881,10,9,289,40.6845683,-73.95881081,Monroe St & Classon Ave,19
882,3,17,291,40.713126,-73.984844,Madison St & Montgomery St,20
883,29,25,293,40.73020660529954,-73.99102628231049,Lafayette St & E 8 St,55
884,3,19,295,40.71406667,-73.99293911,Pike St & E Broadway,24
885,21,13,296,40.71413089,-73.9970468,Division St & Bowery,35
886,5,22,297,40.734232,-73.986923,E 15 St & 3 Ave,27
887,20,15,298,40.68683208,-73.9796772,3 Ave & Schermerhorn St,35
888,8,28,301,40.72217444,-73.98368779,E 2 St & Avenue B,37
889,6,17,302,40.72082834,-73.97793172,Avenue D & E 3 St,23
890,28,3,303,40.72362738,-73.99949601,Mercer St & Spring St,31
891,0,31,304,40.70463334,-74.01361706,Broadway & Battery Pl,33
892,5,28,305,40.76095756,-73.96724467,E 58 St & 3 Ave,33
893,1,28,307,40.71427487,-73.98990025,Canal St & Rutgers St,30
894,16,11,308,40.71307916,-73.99851193,St James Pl & Oliver St,27
895,13,27,309,40.7149787,-74.013012,Murray St & West St,41
896,13,22,310,40.68926942,-73.98912867,State St & Smith St,36
897,3,28,311,40.7172274,-73.98802084,Norfolk St & Broome St,31
898,15,15,312,40.722055,-73.989111,Allen St & Stanton St,31
899,5,18,313,40.69610226,-73.96751037,Washington Ave & Park Ave,23
900,0,38,314,40.69383,-73.990539,Cadman Plaza West & Montague St,39
901,15,12,315,40.70355377,-74.00670227,South St & Gouverneur Ln,29
902,3,39,316,40.70955958,-74.00653609,Fulton St & William St,43
903,1,25,317,40.72453734,-73.98185424,E 6 St & Avenue B,27
904,3,29,319,40.711066,-74.009447,Fulton St & Broadway,33
905,2,25,320,40.717571,-74.005549,Leonard St & Church St,27
906,6,20,321,40.69991755,-73.98971773,Cadman Plaza E & Red Cross Pl,27
907,1,30,322,40.696192,-73.991218,Clinton St & Tillary St,31
908,23,16,323,40.69236178,-73.98631746,Lawrence St & Willoughby St,39
909,27,23,324,40.689888,-73.981013,DeKalb Ave & Hudson Ave,51
910,2,30,325,40.73624527,-73.98473765,E 19 St & 3 Ave,35
911,1,23,326,40.72953837,-73.98426726,E 11 St & 1 Ave,27
912,35,0,327,40.7153379,-74.01658354,Vesey Pl & River Terrace,39
913,1,22,328,40.72405549,-74.00965965,Watts St & Greenwich St,23
914,6,33,330,40.71450451,-74.00562789,Reade St & Broadway,39
915,8,18,331,40.71173107,-73.99193043,Pike St & Monroe St,27
916,8,16,332,40.71219906,-73.97948148,Cherry St,24
917,5,26,334,40.74238787,-73.99726235,W 20 St & 7 Ave,31
918,9,17,335,40.72903917,-73.99404649,Washington Pl & Broadway,27
919,17,16,336,40.73047747,-73.99906065,Sullivan St & Washington Sq,36
920,12,25,337,40.7037992,-74.00838676,Old Slip & Front St,37
921,2,21,339,40.72580614,-73.97422494,Avenue D & E 12 St,24
922,2,25,340,40.71269042,-73.98776323,Madison St & Clinton St,27
923,16,2,341,40.71782143,-73.97628939,Stanton St & Mangin St,19
924,3,24,342,40.71739973,-73.98016555,Columbia St & Rivington St,29
925,20,1,343,40.69794,-73.96986848,Clinton Ave & Flushing Ave,23
926,0,23,344,40.6851443,-73.95380904,Monroe St & Bedford Ave,23
927,5,29,345,40.73649403,-73.99704374,W 13 St & 6 Ave,35
928,11,14,346,40.73652889,-74.00618026,Bank St & Hudson St,27
929,6,25,347,40.728846,-74.008591,Greenwich St & W Houston St,35
930,1,22,349,40.71850211,-73.98329859,Rivington St & Ridge St,23
931,7,21,350,40.71559509,-73.9870295,Clinton St & Grand St,28
932,31,8,351,40.70530954,-74.00612572,Front St & Maiden Ln,39
933,0,26,353,40.68539567,-73.97431458,S Portland Ave & Hanson Pl,27
934,15,7,354,40.69363137,-73.96223558,Emerson Pl & Myrtle Ave,23
935,28,15,355,40.71602118,-73.99974372,Bayard St & Baxter St,43
936,2,20,356,40.71622644,-73.98261206,Bialystoker Pl & Delancey St,23
937,3,22,357,40.73261787,-73.99158043,E 11 St & Broadway,27
938,30,3,358,40.73291553,-74.00711384,Christopher St & Greenwich St,36
939,0,53,359,40.75510267,-73.97498696,E 47 St & Park Ave,53
940,3,36,360,40.70717936,-74.00887308,William St & Pine St,39
941,5,36,361,40.71605866,-73.99190759,Allen St & Hester St,43
942,4,53,362,40.75172632,-73.98753523,Broadway & W 37 St,57
943,8,40,363,40.70834698,-74.01713445,West Thames St,49
944,3,24,364,40.68900443,-73.96023854,Lafayette Ave & Classon Ave,27
945,1,28,365,40.68223166,-73.9614583,Fulton St & Grand Ave,31
946,3,29,366,40.693261,-73.968896,Clinton Ave & Myrtle Ave,33
947,28,11,368,40.73038599,-74.00214988,Carmine St & 6 Ave,39
948,9,24,369,40.73224119,-74.00026394,Washington Pl & 6 Ave,35
949,7,19,372,40.694546087246025,-73.95801365375519,Franklin Ave & Myrtle Ave,27
950,0,18,373,40.69331716,-73.95381995,Willoughby Ave & Walworth St,19
951,0,39,376,40.70862144,-74.00722156,John St & William St,43
952,1,42,377,40.72243797,-74.00566443,6 Ave & Canal St,45
953,0,42,379,40.749156,-73.9916,W 31 St & 7 Ave,42
954,23,16,380,40.73401143,-74.00293877,W 4 St & 7 Ave S,39
955,15,21,382,40.73492695,-73.99200509,University Pl & E 14 St,36
956,7,31,383,40.735238,-74.000271,Greenwich Ave & Charles St,39
957,28,15,386,40.71494807,-74.00234482,Centre St & Worth St,43
958,29,6,387,40.71273266,-74.0046073,Centre St & Chambers St,39
959,2,31,388,40.749717753,-74.002950346,W 26 St & 10 Ave,35
960,2,24,389,40.71044554,-73.96525063,Broadway & Berry St,27
961,13,17,390,40.69221589,-73.9842844,Duffield St & Willoughby St,31
962,1,30,391,40.69760127,-73.99344559,Clark St & Henry St,31
963,20,13,392,40.695065,-73.987167,Jay St & Tech Pl,35
964,1,30,393,40.72299208,-73.97995466,E 5 St & Avenue C,31
965,2,28,394,40.72521311,-73.97768752,E 9 St & Avenue C,32
966,1,23,396,40.680342423,-73.9557689392,Lefferts Pl & Franklin Ave,25
967,0,27,397,40.68415748,-73.96922273,Fulton St & Clermont Ave,27
968,27,3,398,40.69165183,-73.9999786,Atlantic Ave & Furman St,31
969,4,23,399,40.68851534,-73.9647628,Lafayette Ave & St James Pl,27
970,1,14,400,40.71926081,-73.98178024,Pitt St & Stanton St,15
971,22,20,401,40.72019576,-73.98997825,Allen St & Rivington St,42
972,1,37,402,40.7403432,-73.98955109,Broadway & E 22 St,39
973,11,20,403,40.72502876,-73.99069656,E 2 St & 2 Ave,31
974,8,31,405,40.739323,-74.008119,Washington St & Gansevoort St,40
975,0,34,406,40.69512845,-73.99595065,Hicks St & Montague St,34
976,2,35,407,40.700469,-73.991454,Henry St & Poplar St,37
977,9,13,408,40.71076228,-73.99400398,Market St & Cherry St,23
978,0,18,409,40.6906495,-73.95643107,DeKalb Ave & Skillman St,19
979,2,30,410,40.72066442,-73.98517977,Suffolk St & Stanton St,35
980,1,21,411,40.72228087,-73.97668709,E 6 St & Avenue D,23
981,25,4,412,40.7158155,-73.99422366,Forsyth St & Canal St,29
982,23,0,414,40.70281858,-73.98765762,Pearl St & Anchorage Pl,24
983,5,37,415,40.7047177,-74.00926027,Pearl St & Hanover Square,42
984,1,28,416,40.68753406,-73.97265183,Cumberland St & Lafayette Ave,31
985,0,22,417,40.71291224,-74.01020234,Barclay St & Church St,23
986,7,15,418,40.70224,-73.982578,Front St & Gold St,23
987,0,23,419,40.69580705,-73.97355569,Carlton Ave & Park Ave,23
988,1,22,420,40.68764484,-73.96968902,Clermont Ave & Lafayette Ave,23
989,5,14,421,40.69573398,-73.97129668,Clermont Ave & Park Ave,19
990,0,54,422,40.770513,-73.988038,W 59 St & 10 Ave,55
991,1,25,423,40.76584941,-73.98690506,W 54 St & 9 Ave,27
992,24,0,426,40.71754834,-74.01322069,West St & Chambers St,29
993,2,44,427,40.701907,-74.013942,Bus Slip & State St,47
994,0,29,432,40.72621788,-73.98379855,E 7 St & Avenue A,31
995,5,33,433,40.72955361,-73.98057249,E 13 St & Avenue A,39
996,9,38,435,40.74173969,-73.99415556,W 21 St & 6 Ave,47
997,1,26,436,40.68216564,-73.95399026,Hancock St & Bedford Ave,27
998,4,19,437,40.6809833854,-73.9500479759,Macon St & Nostrand Ave,24
999,12,27,438,40.72779126,-73.98564945,St Marks Pl & 1 Ave,41
1000,6,31,439,40.7262807,-73.98978041,E 4 St & 2 Ave,39
1001,0,31,440,40.75255434,-73.97282625,E 45 St & 3 Ave,32
1002,3,30,441,40.756014,-73.967416,E 52 St & 2 Ave,35
1003,8,42,442,40.746647,-73.993915,W 27 St & 7 Ave,51
1004,0,23,443,40.70853074,-73.96408963,Bedford Ave & S 9 St,23
1005,5,43,445,40.72740794,-73.98142006,E 10 St & Avenue A,52
1006,9,26,446,40.74487634,-73.99529885,W 24 St & 7 Ave,39
1007,1,19,447,40.76370739,-73.9851615,8 Ave & W 52 St,23
1008,2,26,448,40.75660359,-73.9979009,W 37 St & 10 Ave,31
1009,3,53,450,40.76227205,-73.98788205,W 49 St & 8 Ave,59
1010,8,30,453,40.74475148,-73.99915362,W 22 St & 8 Ave,39
1011,6,28,454,40.75455731,-73.96592976,E 51 St & 1 Ave,35
1012,2,36,455,40.75001986,-73.96905301,1 Ave & E 44 St,39
1013,1,34,456,40.7597108,-73.97402311,E 53 St & Madison Ave,35
1014,0,36,457,40.76695317,-73.98169333,Broadway & W 58 St,39
1015,17,12,458,40.751396,-74.005226,11 Ave & W 27 St,31
1016,42,6,459,40.746745,-74.007756,W 20 St & 11 Ave,49
1017,12,9,460,40.71285887,-73.96590294,S 4 St & Wythe Ave,23
1018,2,34,461,40.73587678,-73.98205027,E 20 St & 2 Ave,39
1019,15,32,462,40.74691959,-74.00451887,W 22 St & 10 Ave,47
1020,6,25,465,40.75513557,-73.98658032,Broadway & W 41 St,39
1021,1,31,466,40.74395411,-73.99144871,W 25 St & 6 Ave,35
1022,6,28,467,40.68312489,-73.97895137,Dean St & 4 Ave,34
1023,2,46,468,40.7652654,-73.98192338,Broadway & W 56 St,49
1024,0,57,469,40.76344058,-73.98268129,Broadway & W 53 St,57
1025,2,36,470,40.74345335,-74.00004031,W 20 St & 8 Ave,38
1026,7,23,471,40.71286844,-73.95698119,Grand St & Havemeyer St,31
1027,1,38,472,40.7457121,-73.98194829,E 32 St & Park Ave,41
1028,9,26,473,40.72110063,-73.9919254,Rivington St & Chrystie St,38
1029,0,0,474,40.7451677,-73.98683077,5 Ave & E 29 St,0
1030,1,44,476,40.74394314,-73.97966069,E 31 St & 3 Ave,47
1031,2,56,477,40.75640548,-73.9900262,W 41 St & 8 Ave,59
1032,1,29,478,40.76030096,-73.99884222,11 Ave & W 41 St,31
1033,0,31,479,40.76019252,-73.9912551,9 Ave & W 45 St,31
1034,1,25,480,40.76669671,-73.99061728,W 53 St & 10 Ave,27
1035,1,23,481,40.71260486,-73.96264403,S 3 St & Bedford Ave,25
1036,3,33,482,40.73935542,-73.99931783,W 15 St & 7 Ave,39
1037,13,21,483,40.73223272,-73.98889957,E 12 St & 3 Ave,35
1038,11,31,484,40.75500254,-73.98014437,W 44 St & 5 Ave,44
